ID,količina,merska enota,sestavina
21302,5, dl mleka 
21302,10, dag kisle smetane 
21302,70, dag moke 
21302,5, dag sladkorja 
21302,2, vanilin sladkorja 
21302,3, jajca 
21302,1, rumenjak 
21302,5, žlic olja 
21302,3, male žličke soli (za približno 
21302,2, pletenki) 
21302,1, jajce za premaz 
21303,2, dl mleka 
21303,47, dag bele moke 
21303,5, dag kisle smetane 
21303,5, dag masla 
21303,4, dag sladkorja 
21303,1, vanilin sladkor 
21303,1, rumenjak 
21303,1, jajce 
21303,0,","
21303,2, dl ruma 
21303,1,","
21303,5, male žličke soli 
21303,1, jajce za premaz 
21304,2, dl mleka 
21304,45, dag bele moke 
21304,9, dag kisle smetane 
21304,7, dag masla 
21304,3, dag sladkorja 
21304,1, rumenjak 
21304,1, jajce 
21304,1,","
21304,5, male žličke soli nekaj rozin za oči 
21305,1, kg šunke Kodila 
21306,1, šunka Kodila testo za kruh ali pico 
21306,1, jajce za premaz 
21307,1,","
21307,5, - 
21307,2, kg svinjskih kosti z veliko veziva (hrbti ali sklepi) in malo mesa dober kg stare kokoši (najbolje hrbet in kosti) 
21307,1," večja olupljena čebula glavica ali dve česna (lahko jo samo grobo olupimo, odrežemo vrh in koreninice in prerežemo na pol) kos zelenine in peteršiljeve korenine kos svežega ingverja košček muškatnega oreščka nekaj zrnc popra malo soli Dodatki za serviranje: ajdovi fritati svež čemaž (izven sezone tudi por ali mlada čebula) mehko kuhana jajca ali surovi rumenjaki rezine karamelizirane sladko kisle svinjine čilijevo olje ali hoisin ali kaka druga pekoča omaka sojina omaka gobe šitake kitajsko zelje in/ali pak choy in/ali stebla zelene surovo korenje svež ingver začinjen kis goveji mozeg "
21308,100, g sultanin HAPPY HARVEST rum 
21308,300, g gladke moke KORNGOLD 
21308,1, pecilni prašek BELLA 
21308,4, jajca OKUS PODEŽELJA 
21308,250, g sladkorja DIAMANT 
21308,140, g masla MILFINA 
21308,125, ml mleka MILFINA nastrgana lupina 
21308,1, bio limone sladkor v prahu DIAMANT (za posip) Za mousse iz temne čokolade: 
21308,130, g temne čokolade CHOCEUR 
21308,200, ml sladke smetane MILFINA Za mousse iz mlečne čokolade: 
21308,100, g mlečne čokolade CHOCEUR 
21308,75, g masla MILFINA 
21308,50, g margarine BELLASAN 
21308,3, žlice sladkorja DIAMANT 
21308,4, jajca OKUS PODEŽELJA Za mousse iz bele čokolade: 
21308,75, g bele čokolade CHOCEUR 
21308,1, žlica kisle smetane MILFINA 
21308,1, čajna žlička ruma 
21308,15, g želatine v prahu BELLA 
21308,175, ml sladke smetane MILFINA 
21309,450, g testa: 
21309,250, g moke KORNGOLD 
21309,75, g kristalnega sladkorja AGRAGOLD 
21309,1, jajce OKUS PODEŽELJA (vel. M) 
21309,125, g ohlajenega masla MILFINA sol PIRANSKE SOLINE Za ca. 
21309,30,–
21309,40, polžkov: 
21309,450, g krhkega testa 
21309,80, ml mleka MILFINA 
21309,125, g bio mletega maka NATUR AKTIV 
21309,25, g masla MILFINA (sobne temperature) 
21309,40, g kristalnega sladkorja AGRAGOLD 
21309,1, zavojček vaniljevega sladkorja BELLA 
21309,1, bio jajce NATUR AKTIV 
21310,100, g baby piškotov 
21310,5, žličk instant cappuccina 
21310,2, dl vode 
21310,4, žlice zdroba 
21310,15, žlic mleka 
21310,50, g bele čokolade 
21310,180, g navadnega jogurta 
21310,2, banani 
21310,50, g masla 
21310,50, g jedilne čokolade 
21310,1, žlica ruma 
21310,1, žlica mleka 
21311,100, g mandljev (lahko mletih) 
21311,130, g sladkorja v prahu 
21311,75, g moke (gladke) 
21311,100, g margarine za peko ščepec pecilnega praška 
21311,4, beljaki 
21311,1,/
21311,2, kozarčka likerja (vseeno kakšnega ali rum) Za preliv: 
21311,1, beljak 
21311,150, g sladkorja v prahu 
21311,1, žlica limoninega soka (ali limetinega) 
21312,600, g bele moke 
21312,1, kvas 
21312,10, g sladkorja (za kvasni nastavek) olje (za premaz posode) jajce za premaz alufolija 
21313,26, cm - skupna količina: 
21313,8, jajc 
21313,8, listov želatine 
21313,7, dl sladke smetane 
21313,300, g temne čokolade 
21313,300, g mlečne čokolade 
21313,200, g bele čokolade 
21313,9, žlic sladkorja 
21313,200, g gostega jogurta (najbolje grškega) 
21314,800, g zelenih špargljev 
21314,200, g jagod pol pomaranče 
21314,75, ml krepkega rdečega vina 
21314,1, bio jajce NATUR AKTIV pol čajne žličke gorčice Estragon znamke LOMEE 
21314,200, ml sončničnega olja OSANA nariban muškatni orešček sol poper LE GUSTO 
21315,1, l špargljeve jušne osnove 
21315,4, kuhani šparglji 
21315,50, g čajnega masla MILFINA 
21315,2, žlici gladke moke KORNGOLD 
21315,100, ml sladke smetane MILFINA 
21315,150, g kuhane šunke 
21315,2, lista čemaža 
21315,2, bio jajci NATUR AKTIV 
21315,50, g krušnih drobtin KORNGOLD nariban muškatni orešček 
21315,1, sveženj krebuljice sladkor DIAMANT sol poper LE GUSTO 
21316,600, g govejih reber 
21316,1,"dl rdečega vina ½ dl kave Arabusta Brazilija - Kave sveta sol, poper, rožmarin, sladka paprika v prahu žar omaka tabasco omaka čebula strok česna krompir "
21317,3, banane 
21317,2, jajci 
21317,1, grški jogurt 
21317,2, žlici medu čajna žlička vanilijevega ekstrakta ali strok vanilije 
21317,20, dag moke 
21317,1," pecilni prašek ali vrečka vinskega kamna oreščki, borovnice, jagode, koščki črne ali bele čokolade, etc "
21318,12, debelejših špargljev 
21318,12, velikih  kanelonov iz testenin 
21318,12, rezin pršuta 
21318,12, rezin slanine 
21318,250, ml smetana za kuhanje 
21318,100, g naribane mozzarelle (ali pa kak drug sir) 
21318,1, ščepec muškatnega oreščka 
21318,2, jajci 
21318,0,","
21318,5, dl mleka 
21319,25, cm: 
21319,100, g masla 
21319,200, g moke 
21319,1, rumenjak 
21319,30, g sladkorja 
21319,1, vanilin sladkor šcepec soli 
21319,2, žlici mrzle vode žlica limonega soka Premaz: 
21319,2, žlici jagodne marmelade Nadev: 
21319,350, g zamrznjenih malin 
21319,300, g narezanih svežih jagod žlica gustina sok 
21319,1, limone 
21319,1, vanilin sladkor 
21319,3, žlice sladkorja Beljakov sneg: 
21319,4, beljaki 
21319,2, žlici sladkorja v prahu Dekoracija: sveže maline 
21320,1, zavitek svežega listnatega testa 
21320,300, g nepasirane skute 
21320,3, žlice kisle smetane 
21320,1," rumenjak šcepec soli in malo  popra za slano varianto žlica sladkorja in pest rozin, ščep cimeta za sladko po želji lahko prelijete štruklje z drobtinicami, prepraženimi na maslu "
21322,260, g moke 
21322,60, g mletega maka 
21322,30, g črnega sezama 
21322,200, g belega sladkorja 
21322,80, g kokosovega sladkorja 
21322,1, pecilni prašek 
21322,1, zvrhana čajna žlička sode bikarbone ščep soli 
21322,250, ml mandljevega mleka 
21322,120, ml olja + 
21322,2, žlici kokosovega olja (stopljenega) sok 
21322,1, limone 
21322,2, čajni žlički vanilijevega ekstrakta naribana lupinica 
21322,2, limon za namočit: 
21322,200, ml mandljevega mleka + žlica javorovega sirupa Krema: 
21322,500, ml kokosovega mleka 
21322,250, ml mandljevega mleka 
21322,2, vanilijeva pudinga 
21322,2,-
21322,3, žlice tapioke 
21322,3, žlice kokosove moke 
21322,5, žlic sladkorja lupinica 
21322,1, limone Malinin žele: 
21322,350, g (zmrznjenih) malin 
21322,2,-
21322,3, žlice sladkorja v prahu -
21322,2," čajni žlički agar agar Limonin ""glaze"": "
21322,0,","
21322,5, - 
21322,0,","
21322,7, dl limoninega soka 
21322,5,-
21322,7, žlic sladkorja v prahu 
21322,1, žlica  kokosovega mleka Okrasitev: sveže maline kokosov čips karameliziran črni sezam 
21323,100, g domačih ocvirkov z mastjo 
21323,100, g domačega špeha 
21323,2, čebuli 
21323,50, g svežega peteršilja 
21323,4, jajca 
21323,280, g domače smetane - škrlupcev 
21323,200, g moke 
21323,1, pecilni prašek poper 
21324,30, dag namenske moke za vlečeno in kvašeno testo 
21324,1, dl mlačne vode 
21324,1,/
21324,2, dl toplega mleka 
21324,1, jajce 
21324,3, žlice olja 
21324,1,/
21324,2, žličke soli Za nadev štruklja: 
21324,50, dag skute 
21324,1, lonček čvrstega jogurta Ščepec soli 
21324,10, dag masla drobtine Za orehove ocvirke potrebujemo: 
21324,3, žlice posebne bele moke ¼ skodelice orehov 
21324,2, žlici mrzlega masla 
21324,2, žlici rjavega sladkorja Jabolčna čežana in posip: 
21324,2, jabolki ščepec cimeta sladkor mak 
21325,2, žlici olja 
21325,1, čebula 
21325,2, stroka česna 
21325,1, rdeča paprika 
21325,200, g leče sol domača sušena zelenjava (vegeta) Žličniki: 
21325,1, jajce moka 
21326,55, g sladkorja 
21326,1, žlica kakava v prahu pol pecilnega praška 
21326,0,","
21326,2, dl vode 
21326,0,","
21326,2, dl olja Ostale sestavine: 
21326,100, ml sladke smetane 
21326,2, žlici mascarponeja pol vanilijevega sladkorja višnje iz kompota 
21326,6, žlic soka iz kompota 
21327,250, g prosene kaše sol 
21327,5," velikih jabolk vanilijev sladkor maščoba (margarina, maslo) "
21327,2, jajci rum 
21327,1, dl smetane 
21329,1, kg vlečenega testa 
21329,1, kg mletih orehov 
21329,5, jušnih žlic sladkorja 
21329,5, jušnih žlic krušnih drobtin 
21329,500, g masla 
21329,3, dl jedilnega olja polovica limone 
21329,700, g sladkorja 
21329,1, l vode 
21330,4, jajca 
21330,180, g sladkorja 
21330,1, vanilin sladkor 
21330,60, g moke 
21330,30, g kakava v prahu 
21330,1,/
21330,2, pecilnega praška ščepec soli 
21330,200, ml sladke smetane 
21330,360, g čokolade za kuhanje 
21331,2, stroka česna 
21331,1, žlica mlete sladke paprike LE GUSTO 
21331,1, čajna žlička mlete kumine LE GUSTO 
21331,1, čajna žlička cele kumine LE GUSTO 
21331,1, žlica suhega timijana malo soli PIRANSKE SOLINE malo popra LE GUSTO Za marinado: 
21331,2, žlici kečapa LOMEE 
21331,1, žlica gorčice LOMEE 
21331,1, žlica sojine omake 
21331,1, žlica oljčnega olja CASTELLO četrtina bio limone 
21331,5, g svežega peteršilja 
21331,5, g svežega rožmarina Za čebulne obročke: 
21331,1, velika čebula malo čarobne začimbne mešanice 
21331,200, g slanine KRAS Za svinjske steake: 
21331,800, g svinjskega kareja OKUS PODEŽELJA malo čarobne začimbne mešanice malo marinade 
21332,1, jajčevec 
21332,2, paradižnika 
21332,2, zavojčka mocarele v kosu CARLONI 
21332,20, g bazilikovega pesta CARLONI malo soli PIRANSKE SOLINE 
21332,8, zobotrebcev 
21333,2, žlici čajnega masla MILFINA 
21333,2, žlici oljčnega olja CASTELLO 
21333,1, cvetača 
21333,125, ml jušne osnove iz brezmesne jušne kocke LE GUSTO malo soli PIRANSKE SOLINE 
21334,1, čebula 
21334,1, strok česna 
21334,1, ali 
21334,2, čilija (po želji) malo peteršilja 
21334,2, kajzerici OKUS TRADICIJE 
21334,125, ml polnomastnega mleka MILFINA 
21334,500, g mešanega mletega mesa OKUS PODEŽELJA 
21334,2, bio jajci NATUR AKTIV 
21334,1, žlica gorčice LOMEE 
21334,2, žlici gladke pšenične moke KORNGOLD 
21334,2,–
21334,3, žlice krušnih drobtin KORNGOLD malo soli PIRANSKE SOLINE in karija LE GUSTO nabodala Za zelenjavne enchilade: 
21334,250, g pšenične moke KORNGOLD 
21334,2, žlici čajnega masla MILFINA 
21334,80," ml mlačne vode polovica rdeče, polovica rumene, polovica zelene paprike "
21334,1," majhna bučka, "
21334,1," čebula, "
21334,1, paradižnik sok pol limete 
21334,3, žlice pasiranega paradižnika CARLONI 
21334,2, žlici kisle smetane MILFINA 
21334,100, g naribane bio mozzarelle NATUR AKTIV sol PIRANSKE SOLINE poper LE GUSTO 
21335,2," avokada, "
21335,1," čebula, "
21335,1, paradižnik 
21335,10, g svežega koriandra sok 
21335,1, limete 
21335,600, g piščančjih filejev OKUS PODEŽELJA malo mlete paprike LE GUSTO Za koruzne polpetke: 
21335,70, g gavde MILFINA 
21335,1, pločevinka koruze v zrnju GARTENKRONE 
21335,2, bio jajci NATUR AKTIV 
21335,100, g gladke pšenične moke KORNGOLD malo rastlinskega olja OSANA za peko Za karamelizirane kokice: 
21335,2, žlici čajnega masla MILFINA 
21335,50, g kristalnega sladkorja AGRAGOLD 
21335,1, majhen rdeč čili 
21335,50, g slane pokovke za mikrovalovno pečico SNACK FUN sol PIRANSKE SOLINE poper LE GUSTO 
21336,1, majhna čebula 
21336,1, korenček polovica rumene paprike polovica rdeče paprike 
21336,100, g brokolija 
21336,20, g bio masla NATUR AKTIV 
21336,500, g bio kuskusa NATUR AKTIV 
21336,200, ml jušne osnove iz bio brezmesne jušne kocke NATUR AKTIV malo peteršilja sol PIRANSKE SOLINE poper LE GUSTO Za lososov file: 
21336,2, zavoja filejev norveškega lososa GOURMET (po 
21336,300, g) poper LE GUSTO sol PIRANSKE SOLINE 
21336,1, bio limona 
21336,1, bananin list ali alu folija FOLIO 
21337,400, g kock svinjskega mesa OKUS PODEŽELJA malo mladega pora 
21337,2, nürnberški pečenici 
21337,9,–
21337,12, češnjevih paradižnikov 
21337,100, ml oljčnega olja MINOS 
21337,1, čajna žlička sesekljanega peteršilja sol poper LE GUSTO 
21337,4, nabodala 
21338,2, zrezka iz goveje bržole 
21338,2, francoski bageti 
21338,50, g zeliščnega ali česnovega masla MILFINA 
21338,8, rezin edamca MILFINA 
21338,2, paradižnika 
21338,2, srednje veliki čebuli morska sol poper LE GUSTO italijanski balzamični kis CASA CANDIOTTI (po želji) 
21338,4, žlice dip omake za jedi z žara MILFINA (česnove ali s čilijem) 
21339,4, postrvi ALMARE SEAFOOD 
21339,2, stroka česna 
21339,2, žlički peteršilja LE GUSTO 
21339,4, žlice bio oljčnega olja KLOSTER TOPLOU 
21339,1, limona 
21339,4, lovorjevi listi LE GUSTO sol Za zelenjavna nabodala: 
21339,3,–
21339,4, krompirji 
21339,1, rdeča paprika 
21339,1, rumena paprika 
21339,4, češnjevi paradižniki 
21339,1, žlica provansalskih zelišč LE GUSTO poper LE GUSTO sol 
21339,4, nabodala 
21340,100, g bio indijskih oreškov NATUR AKTIV 
21340,2, kosa avokada 
21340,1, mango sok 
21340,1, limete 
21340,1, pakiranje mozzarelle bambini znamke CARLONI 
21340,100, g češnjevih paradižnikov pol šopka bazilike 
21340,2, žlici oljčnega olja MINOS sol PIRANSKE SOLINE poper LE GUSTO 
21341,1, kg čvrstega krompirja 
21341,3, žlice pšenične moke KORNGOLD malo repičnega olja OSANA malo soli PIRANSKE SOLINE malo popra LE GUSTO Za ragu iz paprike in čebule: 
21341,2, rdeči papriki 
21341,2, rdeči čebuli 
21341,1, strok česna malo repičnega olja OSANA 
21341,2, žlici mlete rdeče paprike LE GUSTO 
21341,1, žlica paradižnikove mezge CARLONI malo majarona 
21341,125, ml refoška VINAKOPER 
21341,125, ml bio riževega napitka NATUR AKTIV malo soli PIRANSKE SOLINE malo popra LE GUSTO 
21342,150, g cvetače 
21342,2, majhni čebuli 
21342,120, g rdeče paprike 
21342,160, g kuhanega bio riža NATUR AKTIV 
21342,4, zelene paprike 
21342,100, g naribanega italijanskega trdega sira CUCINA NOBILE 
21342,2, bio jajci NATUR AKTIV 
21342,20, g korenja 
21342,20, g jušne zelenjave 
21342,80, g paradižnikove mezge CARLONI 
21342,250, ml jušne osnove iz brezmesne jušne kocke LE GUSTO sončnično olje OSANA sol PIRANSKE SOLINE poper LE GUSTO 
21343,800, g buče hokaido 
21343,1, vejica svežega rožmarina ekstra deviško oljčno olje CASTELLO sol PIRANSKE SOLINE 
21344,4, žlice bio lanenih semen NATUR AKTIV 
21344,12, žlic vode 
21344,80, g gladke pšenične moke KORNGOLD 
21344,1, čajna žlička pecilnega praška BELLA 
21344,150, ml bio sojinega napitka NATUR AKTIV kokosovo maslo NUSETT (za pečenje) 
21344,1, žlica rozin sultanin HAPPY HARVEST 
21344,2, žlici sladkorja v prahu DIAMANT 
21345,50, ml oljčnega olja MINOS 
21345,100, ml sojine omake ASIA 
21345,1, strok česna malo sesekljanega peteršilja 
21345,1, bučka 
21345,1, rumena paprika 
21345,1, zelena paprika 
21345,400, g bio tofuja NATUR AKTIV (navadnega ali s čilijem) 
21345,8, nabodal 
21346,600, g piščančjega fileja OKUS PODEŽELJA oljčno olje MINOS 
21346,400, g jurčkov peteršilj sol poper LE GUSTO Za perutninski kapučino: 
21346,2,","
21346,5, l vode 
21346,1,","
21346,25, kg perutninskih kosti 
21346,100, g korenja 
21346,50, g zelene 
21346,50, g pora 
21346,40, g čebule 
21346,75," g peteršiljeve korenine zelišča (lovorjev list, vejica timijana, vejica rožmarina, peteršilj) "
21346,1, čajna žlička masla MILFINA sol poper v zrnu LE GUSTO Za pire: 
21346,1, kg krompirja 
21346,150, g masla MILFINA 
21346,50, ml polnomastnega mleka MILFINA sol 
21348,4, jajca 
21348,1, skodelica za belo kavo sladkorja (
21348,2, dl) 
21348,1, vanilin sladkor 
21348,100, g kokosove moke 
21348,6, velikih žlic moke 
21348,1,/
21348,2, pecilnega praška 
21348,1, skodelica mleka 
21348,1,/
21348,2, skodelice olja Krema: 
21348,1, l mleka 
21348,1, vanilijev puding 
21348,1, čokoladni puding 
21348,8, žlic sladkorja 
21348,2, vanilijeva sladkorja 
21348,2, vrečki želatine v prahu 
21348,100,g kokosove moke Posip: mandeljni  (po želji) keksi (po želji) 
21349,4, jajca 
21349,100, g sladkorja 
21349,70, g pšenične moke 
21349,30, g kakava 
21349,10, g krokanta nougata Skutna krema: 
21349,6, dl smetane ZELENE DOLINE naribana lupina limone 
21349,500, g nepasirane skute ZELENE DOLINE 
21349,250, g Milerama ZELENE DOLINE sredica polovice vanilijevega stroka 
21349,120, g sladkorja 
21349,15, g želatine 
21349,40, g nougata Mangov žele z meto: 
21349,25, g mangovega pireja 
21349,1, dl vode 
21349,2, veliki žlici sladkorja 
21349,3,–
21349,4, liste mete Mousse gozdnih sadežev: 
21349,300, g malinovega pireja 
21349,250, g jagodičevja 
21349,100, g sladkorja polovica sredice vanilijevega stroka 
21349,1," velika žlica škroba, razmešanega z vodo "
21349,6, dl smetane ZELENE DOLINE 
21349,13, g želatine Preliv: bela čokolada 
21350,75, g ostre moke 
21350,25, g ajdove moke 
21350,1, jajce 
21350,1, rumenjak garam masala sol poper oljčno olje Nadev: 
21350,30, g gomolja zelene 
21350,30, g jabolk 
21350,100, g Mlečnega namaza s smetano ZELENE DOLINE sol poper timijan limonina lupina 
21351,800, g moke 
21351,20, g masla ZELENE DOLINE 
21351,1, žlička soli 
21351,5, g kvasa 
21351,2, dl mlačne vode 
21351,2, čajni žlici balzamičnega kisa Nadev: 
21351,40, g Milerama ZELENE DOLINE 
21351,80, g poltrdega sira gauda ZELENE DOLINE 
21351,40, g parmezana 
21351,60, g radiča 
21351,80, g pršuta 
21351,40, g fig 
21352,1, raca ali gos 
21352,2, srednje veliki čebuli 
21352,1, bio pomaranča 
21352,1, korenček 
21352,1, peteršiljeva korenina 
21352,400, ml jušne osnove iz kokošje jušne kocke LE GUSTO Za pomarančno omako: 
21352,3, bio pomaranče pol limone 
21352,2, žlici sladkorja DIAMANT 
21352,4, žlice vinskega kisa LOMEE 
21352,1, čajna žlička masla MILFINA 
21352,1, čajna žlička gladke moke KORNGOLD 
21352,2, žlici brusničnega džema GRANDESSA sol beli poper LE GUSTO Za prilogo: mlinci LANDVOGT sol 
21353,1, kg telečje rulade 
21353,2, žlici bio oljčnega olja KLOSTER TOPLOU 
21353,1, čebula 
21353,1, korenček 
21353,100, g gomolja zelene 
21353,1, žlica paradižnikove mezge CARLONI 
21353,0,.
21353,2, l rdečega vina 
21353,0,.
21353,5, l jušne osnove iz goveje jušne kocke LE GUSTO 
21353,1, čajna žlička brinovih jagod 
21353,1, strok česna 
21353,1, vejica rožmarina mleti čili LE GUSTO (po želji) poper LE GUSTO sol Za domače cmoke: 
21353,400, g mokastega krompirja 
21353,300,−
21353,500, g ostre moke KORNGOLD 
21353,3, žlice masla MILFINA 
21353,4, žlice krušnih drobtin KORNGOLD 
21353,1, žlica drobnjaka LE GUSTO sol 
21354,200, g krompirja repično olje OSANA za peko 
21354,1, avokado 
21354,1, limeta 
21354,2, žlici polnomastnega jogurta MILFINA polovica paradižnika 
21354,300, g gurmanskega tatarskega biftka KOŠAKI 
21354,1, bela čebula 
21354,8,–
21354,12, kaper GOURMET sol PIRANSKE SOLINE poper LE GUSTO 
21355,4, veliki paradižniki 
21355,4, listi solate 
21355,1, avokado 
21355,2, žlici grškega jogurta LYTTOS pol limete 
21355,500, g bio govejega mletega mesa NATUR AKTIV oljčno olje CASTELLO malo soli PIRANSKE SOLINE malo popra LE GUSTO 
21356,400, g istrskih fužev ZIGANTE čajno maslo MILFINA 
21356,4, zamrznjeni goveji steaki sončnično olje OSANA oljčno olje z okusom črnih tartufov ZIGANTE 
21356,1, čebula 
21356,200, g šampinjonov 
21356,125, ml belega vina 
21356,125, ml jušne osnove iz goveje jušne kocke LE GUSTO 
21356,125, ml smetane za kuhanje MILFINA 
21356,2, čajni žlički paste iz tartufov in šampinjonov ZIGANTE sol poper LE GUSTO 
21357,2, čebuli 
21357,200, g korenja 
21357,2, žlici čajnega masla MILFINA 
21357,500, g kislega zelja GARTENKRONE 
21357,1, l jušne osnove iz brezmesne jušne kocke LE GUSTO 
21357,100, g pečene slanine (narezane na kocke) 
21357,250, ml sladke smetane OMIRA 
21357,12, nürnberških pečenic 
21357,4, lesena nabodala 
21357,1, rdeča paprika 
21357,1, žlica sončničnega olja OSANA sol PIRANSKE SOLINE poper LE GUSTO 
21358,1, kg krač divjega prašiča s kostjo znamke ALPIKA sončnično olje OSANA 
21358,100, g korenja 
21358,100, g gomolja zelene 
21358,50, g pora 
21358,2, čebuli 
21358,2, žlici paradižnikove mezge CARLONI 
21358,125, ml rdečega vina 
21358,250, ml goveje jušne osnove iz jušne kocke LE GUSTO 
21358,7, brinovih jagod 
21358,2, lovorjeva lista LE GUSTO 
21358,3, žlice brusničnega džema GRANDESSA 
21358,125, ml sladke smetane OMIRA sol poper LE GUSTO Za njoke: 
21358,400," g njokov FARMER""S GOLD "
21358,20, g čajnega masla MILFINA 
21358,1, žlica sesekljanega peteršilja sol 
21359,2, pomaranč 
21359,100, g kivija pol manga malo limoninega soka 
21360,2, kepici vanilijevega sladoleda GRANDESSA 
21360,2, skodelici kuhane in ohlajene kave 
21360,100, ml sladke smetane MILFINA malo stepene sladke smetane MILFINA (za dekoracijo) 
21361,20, svežih jagod 
21361,8, cl sveže iztisnjenega limoninega soka 
21361,8, čajnih žličk sladkorja v prahu DIAMANT malo bazilike 
21362,250, g moke 
21362,150, g masla 
21362,70, g sladkorja 
21362,1, zavitek vanilin sladkorja 
21362,1, jajce Nadev: 
21362,500, g rabarbare 
21362,250, g jagod 
21362,1, zavitek vanilin sladkorja 
21362,1, žlica sladkorja (po potrebi) 
21362,0,","
21362,5, dl Cedevite ali poljubnega sadnega soka Drobtine: 
21362,75, g moke 
21362,75, g sladkorja 
21362,75, g masla malo cimeta 
21363,1, lubenica (cca. 
21363,2,","
21363,5, kg) pol glave solate ledenke 
21363,200, g lahkega grškega ovčjega sira feta LYTTOS 
21363,1, šopek mete 
21363,100, g temnih grških oliv LYTTOS sok ene limone 
21363,5, žlic oljčnega olja CASTELLO 
21363,50, g orehovih jedrc sol PIRANSKE SOLINE poper LE GUSTO 
21364,100, g pora 
21364,1, rdeča paprika 
21364,1, banana 
21364,1, žlica karija LE GUSTO 
21364,5, žlic ekstra deviškega oljčnega olja CASTELLO 
21364,150, ml jabolčnega soka PURE FRUITS 
21364,4, žlice sladkorja DIAMANT 
